uid,key,caption,CLIPscore,VQAscore,CLIPscore_percentile,VQAscore_percentile,percentile_difference
63bf638aefcda75534f314ed0c0a06ae,000000005819,fly V by indojo,0.2140098214149475,0.5653474926948547,0.42957042957042957,0.42957042957042957,0.0
ad47badada94141600b77f2fff62074f,000000019180,cat window hammock diy,-0.0016533625312149525,0.03368759900331497,0.000666000666000666,0.000666000666000666,0.0
becd767a86a610a428d0e433846e9a53,000000015865,There is only one judge Green T-Shirt,0.37266290187835693,0.9744524955749512,0.9866799866799867,0.9866799866799867,0.0
3e23511de1a8300ca430eec600acd08b,000000017563,A memory from past worth for sharing...,0.19989027082920074,0.5067745447158813,0.3653013653013653,0.3653013653013653,0.0
bce18bf16d911fb58f88f5c04755dd1f,000000001512,Orchid - Tropical delight Ornament,0.2942456603050232,0.8747738599777222,0.8481518481518482,0.847985347985348,0.00016650016650021637
8c82cc6bee61a01c1a68cd961aca15fe,000000030693,The Mandalorian Baby Yoda Birthday Party Ideas,0.41541725397109985,0.986901581287384,0.9993339993339994,0.999000999000999,0.0003330003330003217
688e863c70ab8d5150499352e1cc2517,000000004951,living chillout lounge. Black Bedroom Furniture Sets. Home Design Ideas,0.20439673960208893,0.5187930464744568,0.3852813852813853,0.38494838494838496,0.0003330003330003217
21e47139831cebf65b09f0b24acbdd3d,000000014539,"Advantage Orthotics Lab in Rancho Charleston - Las Vegas, NV 89102 Orthopedic &amp; Prosthetic Appliances &amp; Shoes",0.1138114184141159,0.12322408705949783,0.036297036297036296,0.03596403596403597,0.00033300033300032866
9890a265cf8104089692fc2c645ea422,000000026687,The Regimen,0.1348337084054947,0.19385823607444763,0.08091908091908091,0.08125208125208125,0.0003330003330003356
dc08251bb97aaf7ddd24defe477ae45a,000000039417,Image 8 of 12,0.1416611671447754,0.21796119213104248,0.0979020979020979,0.09823509823509824,0.0003330003330003356
d6376f7ab2a9cd924886bed0f2d42dbb,000000012043,Jeppy fa shopping - Pagina 4 P1020813,0.18687556684017181,0.4489777982234955,0.3046953046953047,0.3055278055278055,0.0008325008325008043
fdbde48788c0a412c423e1509b5d543d,000000015171,"Pair,Tall Ceramic & Chrome 70s Lamps",0.3001621961593628,0.8816351294517517,0.8651348651348651,0.8643023643023643,0.0008325008325008598
83524a328b8bfb04990fb504e29c1cc7,000000036472,carpenter birmingham interior doors,0.2365170419216156,0.6494426131248474,0.5481185481185481,0.5472860472860472,0.0008325008325008598
52881cd3f092168efc9160eb343e6964,000000012964,"Мои осенние парфюмы: Caudalie, Shiseido, Armand Basi, Lady Gaga, Sisley",0.22591836750507355,0.6136798858642578,0.4915084915084915,0.4925074925074925,0.0009990009990009652
1a886d37ea80715bb5182ca49f52b361,000000018301,2018 Suzuki GSX-S1000- Stock #V2585NP- No Payments for 1 Year**,0.18529948592185974,0.43857666850090027,0.2937062937062937,0.29270729270729273,0.0009990009990009652
112813fcab41cbc82c94c6a380a8ace6,000000025321,In Use,0.13699761033058167,0.20475535094738007,0.08624708624708624,0.08724608724608725,0.0009990009990010068
